InvoiceNo,InvoiceDate,CustomerID,Country,Quantity,UnitPrice,TotalPrice
INV11517,21-01-2022,10228,France,13,425.46,5530.98
INV13200,17-01-2022,10343,USA,6,425.46,2552.76
INV11307,17-04-2022,10576,UK,-1,425.46,-425.46
INV12996,14-06-2023,11535,France,8,425.46,3403.68
INV10969,05-06-2022,10591,India,11,425.46,4680.06
INV10110,20-02-2023,11545,France,9,425.46,3829.14
INV11827,20-02-2022,11626,France,3,425.46,1276.38
INV13250,03-10-2022,10731,France,2,425.46,850.92
INV10440,05-09-2022,10175,Germany,11,425.46,4680.06
INV13651,20-03-2023,10660,Germany,-2,425.46,-850.92
INV15016,04-02-2022,11337,India,3,425.46,1276.38
INV10506,18-02-2023,11327,Germany,-2,425.46,-850.92
INV14435,16-04-2023,12415,France,6,425.46,2552.76
INV14868,27-04-2023,12579,India,2,425.46,850.92
INV10454,24-07-2022,11522,USA,5,425.46,2127.3
INV12248,23-07-2022,10655,UK,6,425.46,2552.76
INV14771,05-02-2022,11772,France,12,425.46,5105.52
INV12577,25-01-2023,11673,Germany,10,425.46,4254.6
INV15301,03-04-2022,10165,France,1,425.46,425.46
INV14900,29-10-2022,12417,India,8,425.46,3403.68
INV13163,27-08-2022,10761,India,8,425.46,3403.68
INV10141,23-01-2022,10755,Germany,3,425.46,1276.38
INV14693,19-11-2022,12676,India,8,425.46,3403.68
INV14263,03-12-2022,11058,USA,7,425.46,2978.22
INV15844,25-04-2023,10160,USA,9,425.46,3829.14
INV10745,27-08-2022,10288,France,3,425.46,1276.38
INV11277,24-06-2022,11898,India,12,425.46,5105.52
INV12858,01-07-2022,11157,India,5,425.46,2127.3
INV15493,23-08-2022,11587,France,-1,425.46,-425.46
INV15556,20-08-2022,10176,USA,7,425.46,2978.22
INV11671,16-06-2022,10948,UK,5,425.46,2127.3
INV12525,28-10-2022,10701,France,13,425.46,5530.98
INV15337,05-10-2022,11672,France,7,425.46,2978.22
INV13744,07-05-2023,12060,France,2,425.46,850.92
INV14728,23-10-2022,12928,USA,6,425.46,2552.76
INV13309,16-04-2022,11416,India,6,425.46,2552.76
INV10827,01-07-2022,11293,UK,10,425.46,4254.6
INV13251,19-03-2022,12082,France,2,425.46,850.92
INV13943,25-01-2023,12100,India,10,425.46,4254.6
INV14780,01-10-2022,10029,Germany,-1,425.46,-425.46
INV15453,15-01-2022,12282,India,10,425.46,4254.6
INV11371,25-05-2023,12363,France,11,425.46,4680.06
INV10726,23-10-2022,10181,USA,2,425.46,850.92
INV10428,19-10-2022,12935,UK,-1,425.46,-425.46
INV15136,20-04-2022,12445,India,1,425.46,425.46
INV13459,14-11-2022,10308,India,13,425.46,5530.98
INV11951,05-09-2022,12867,UK,8,425.46,3403.68
INV14388,20-05-2023,10949,Germany,0,425.46,0
INV10224,13-06-2023,10076,Germany,14,425.46,5956.44
INV11183,01-08-2022,12030,India,7,425.46,2978.22
INV11212,13-02-2023,11562,France,-1,425.46,-425.46
INV11774,19-04-2023,10229,Germany,1,425.46,425.46
INV12018,01-09-2022,11614,USA,-1,425.46,-425.46
INV15190,16-05-2022,12147,India,-2,425.46,-850.92
INV13453,12-04-2023,11628,Germany,9,425.46,3829.14
INV12489,28-04-2022,12484,USA,-1,425.46,-425.46
INV15380,14-06-2022,12060,USA,9,425.46,3829.14
INV15649,03-09-2022,10971,France,2,425.46,850.92
INV11470,27-09-2022,12698,UK,0,425.46,0
INV10124,10-04-2022,11211,France,7,425.46,2978.22
INV10558,04-09-2022,11803,France,6,425.46,2552.76
INV14599,04-01-2022,12190,France,7,425.46,2978.22
INV12005,21-01-2022,12960,Germany,12,425.46,5105.52
INV12541,06-03-2023,10693,India,10,425.46,4254.6
INV10910,12-01-2022,11967,Germany,14,425.46,5956.44
INV14590,16-03-2022,11811,Germany,5,425.46,2127.3
INV13971,10-03-2022,10095,France,0,425.46,0
INV14620,25-12-2022,12749,USA,8,425.46,3403.68
INV14585,18-09-2022,11518,Germany,-1,425.46,-425.46
INV10894,03-02-2023,,Germany,7,425.46,2978.22
INV14448,14-06-2023,12912,India,10,425.46,4254.6
INV12691,23-04-2023,11040,Germany,-2,425.46,-850.92
INV12318,22-02-2022,11207,India,11,425.46,4680.06
INV15753,02-12-2022,11413,USA,0,425.46,0
INV13295,07-06-2022,11765,UK,5,425.46,2127.3
INV13489,17-11-2022,11016,UK,-2,425.46,-850.92
INV10527,23-05-2023,10504,France,5,425.46,2127.3
INV13947,18-01-2023,11784,USA,10,425.46,4254.6
INV11155,13-07-2022,11241,India,13,425.46,5530.98
INV12935,06-04-2023,,USA,12,425.46,5105.52
INV11367,28-12-2022,12746,Germany,8,425.46,3403.68
INV13136,26-07-2022,11349,USA,13,425.46,5530.98
INV13721,16-07-2022,12523,France,-2,425.46,-850.92
INV13132,12-12-2022,11948,France,2,425.46,850.92
INV14813,13-09-2022,12986,USA,-2,425.46,-850.92
INV10826,17-12-2022,10089,USA,11,425.46,4680.06
INV15981,10-09-2022,12043,Germany,14,425.46,5956.44
INV10040,03-07-2022,11321,France,6,425.46,2552.76
INV10614,27-03-2023,12890,France,7,425.46,2978.22
INV13046,18-10-2022,11694,Germany,8,425.46,3403.68
INV11480,19-12-2022,10760,Germany,9,425.46,3829.14
INV13703,17-06-2022,10055,India,10,425.46,4254.6
INV15398,15-09-2022,12432,UK,5,425.46,2127.3
INV15702,19-07-2022,10240,France,-1,425.46,-425.46
INV13035,03-06-2023,12100,USA,6,425.46,2552.76
INV11932,17-08-2022,11244,France,5,425.46,2127.3
INV13771,13-06-2023,10154,India,10,425.46,4254.6
INV12691,19-04-2022,12337,India,10,425.46,4254.6
INV10790,25-12-2022,10080,USA,13,425.46,5530.98
INV11744,13-01-2022,11251,USA,-1,425.46,-425.46
INV14238,13-08-2022,12514,France,4,425.46,1701.84
INV15118,09-03-2023,10483,India,12,425.46,5105.52
INV10310,04-04-2023,12449,India,5,425.46,2127.3
INV14189,21-03-2023,10034,Germany,10,425.46,4254.6
INV13089,13-05-2023,12425,Germany,-2,425.46,-850.92
INV11566,24-08-2022,12863,India,13,425.46,5530.98
INV12560,16-07-2022,11669,UK,1,425.46,425.46
INV12623,08-04-2022,10135,India,4,425.46,1701.84
INV11534,01-07-2022,10760,India,9,425.46,3829.14
INV10619,11-12-2022,11933,India,13,425.46,5530.98
INV11360,19-09-2022,12616,UK,13,425.46,5530.98
INV10178,17-05-2023,12937,India,4,425.46,1701.84
INV11210,21-01-2023,10179,France,-2,425.46,-850.92
INV13909,23-02-2022,12053,UK,2,425.46,850.92
INV14167,17-01-2023,12027,France,12,425.46,5105.52
INV15401,20-09-2022,10788,France,10,425.46,4254.6
INV12877,06-03-2022,12238,USA,3,425.46,1276.38
INV10349,13-06-2022,,India,6,425.46,2552.76
INV15774,06-01-2022,10453,Germany,2,425.46,850.92
INV13946,31-08-2022,12005,India,12,425.46,5105.52
INV12843,27-12-2022,12634,UK,4,425.46,1701.84
INV10720,06-06-2023,11673,India,-2,425.46,-850.92
INV14526,23-10-2022,12382,USA,5,425.46,2127.3
INV13800,15-03-2022,11085,Germany,4,425.46,1701.84
INV11943,20-05-2022,11543,UK,14,425.46,5956.44
INV14732,09-10-2022,12128,USA,3,425.46,1276.38
INV12890,07-03-2023,,USA,8,425.46,3403.68
INV10023,03-02-2023,11165,India,1,425.46,425.46
INV13829,01-11-2022,11786,France,0,425.46,0
INV11364,08-07-2022,10264,India,10,425.46,4254.6
INV10626,04-06-2023,11880,UK,10,425.46,4254.6
INV12072,12-06-2022,11272,UK,6,425.46,2552.76
INV11410,23-12-2022,10057,UK,-2,425.46,-850.92
INV11395,14-11-2022,11587,UK,5,425.46,2127.3
INV10014,27-01-2023,11175,France,14,425.46,5956.44
INV12178,21-06-2023,12119,France,1,425.46,425.46
INV12653,04-03-2023,11673,France,0,425.46,0
INV10815,06-10-2022,10811,USA,11,425.46,4680.06
INV14292,25-08-2022,,USA,12,425.46,5105.52
INV11005,17-07-2022,12488,UK,3,425.46,1276.38
INV15711,01-02-2023,11240,USA,1,425.46,425.46
INV10822,01-06-2023,10215,India,1,425.46,425.46
INV11835,29-06-2022,11803,UK,13,425.46,5530.98
INV12975,19-08-2022,11221,UK,4,425.46,1701.84
INV13899,07-05-2023,11556,USA,11,425.46,4680.06
INV13378,26-11-2022,12638,France,14,425.46,5956.44
INV15922,04-03-2022,11437,India,10,425.46,4254.6
INV15528,28-03-2023,11586,UK,4,425.46,1701.84
INV14823,30-01-2023,11484,France,-1,425.46,-425.46
INV11893,20-09-2022,11300,France,12,425.46,5105.52
INV10105,27-02-2022,11058,Germany,14,425.46,5956.44
INV11472,22-02-2022,10373,India,3,425.46,1276.38
INV12509,05-01-2023,12133,Germany,13,425.46,5530.98
INV12974,28-10-2022,11710,USA,5,425.46,2127.3
INV15539,23-10-2022,10595,UK,9,425.46,3829.14
INV10455,23-10-2022,12888,UK,6,425.46,2552.76
INV11317,24-04-2022,10061,India,11,425.46,4680.06
INV15254,11-05-2023,11170,France,12,425.46,5105.52
INV12997,12-01-2023,12676,Germany,7,425.46,2978.22
INV14336,29-03-2023,11601,UK,10,425.46,4254.6
INV12978,20-09-2022,11768,France,10,425.46,4254.6
INV15707,29-08-2022,12247,India,0,425.46,0
INV11438,23-03-2023,10888,USA,4,425.46,1701.84
INV13042,17-11-2022,12170,France,3,425.46,1276.38
INV11803,15-08-2022,10572,UK,4,425.46,1701.84
INV15495,07-08-2022,,USA,2,425.46,850.92
INV11116,30-07-2022,10243,USA,13,425.46,5530.98
INV13557,02-07-2022,12086,India,-1,425.46,-425.46
INV10298,02-08-2022,12653,India,14,425.46,5956.44
INV13847,27-05-2022,10817,France,8,425.46,3403.68
INV11917,06-02-2022,12460,France,2,425.46,850.92
INV13395,01-04-2023,11832,France,2,425.46,850.92
INV15428,31-07-2022,11508,France,11,425.46,4680.06
INV13934,12-04-2022,12792,UK,5,425.46,2127.3
INV14800,15-06-2023,11679,France,10,425.46,4254.6
INV14958,23-03-2023,10383,USA,-1,425.46,-425.46
INV11050,10-01-2023,11120,France,0,425.46,0
INV10237,19-05-2023,,India,8,425.46,3403.68
INV12796,17-10-2022,10348,USA,1,425.46,425.46
INV13161,14-04-2022,12330,France,3,425.46,1276.38
INV12275,05-02-2022,11593,Germany,8,425.46,3403.68
INV15343,27-07-2022,12204,UK,4,425.46,1701.84
INV15625,30-09-2022,12330,Germany,11,425.46,4680.06
INV14790,09-02-2022,12001,France,9,425.46,3829.14
INV10564,24-09-2022,10125,USA,2,425.46,850.92
INV13204,02-08-2022,10374,USA,14,425.46,5956.44
INV11887,02-04-2023,12390,USA,0,425.46,0
INV12835,19-01-2023,12446,UK,8,425.46,3403.68
INV14037,19-03-2022,12471,India,11,425.46,4680.06
INV12149,22-04-2022,11604,India,12,425.46,5105.52
INV10547,01-06-2022,10177,Germany,-1,425.46,-425.46
INV15940,09-01-2023,10978,France,0,425.46,0
INV15790,29-11-2022,11141,USA,2,425.46,850.92
INV13668,30-03-2022,,Germany,11,425.46,4680.06
INV14012,26-03-2023,10279,Germany,3,425.46,1276.38
INV11315,05-01-2022,11760,France,2,425.46,850.92
INV11824,23-04-2023,12041,USA,3,425.46,1276.38
INV10198,18-03-2023,11078,France,11,425.46,4680.06
INV14046,01-04-2022,10501,UK,10,425.46,4254.6
INV11117,28-11-2022,12816,India,7,425.46,2978.22
INV14208,11-12-2022,10064,UK,14,425.46,5956.44
INV12081,08-01-2022,11983,France,14,425.46,5956.44
INV13523,25-11-2022,12223,Germany,4,425.46,1701.84
INV10234,15-03-2022,10911,India,8,425.46,3403.68
INV11889,27-05-2023,11033,Germany,8,425.46,3403.68
INV15322,09-04-2023,12017,USA,13,425.46,5530.98
INV13716,24-03-2022,11716,India,6,425.46,2552.76
INV11662,13-07-2022,12105,India,7,425.46,2978.22
INV13683,18-08-2022,10333,India,5,425.46,2127.3
INV14554,18-01-2022,12703,France,7,425.46,2978.22
INV10997,20-08-2022,10684,UK,2,425.46,850.92
INV13079,02-05-2022,10575,UK,2,425.46,850.92
INV10170,24-10-2022,12887,UK,2,425.46,850.92
INV13987,29-11-2022,10392,India,3,425.46,1276.38
INV15121,30-04-2022,11151,USA,3,425.46,1276.38
INV15103,27-07-2022,12395,India,-1,425.46,-425.46
INV12478,05-07-2022,,UK,7,425.46,2978.22
INV11859,09-04-2022,12698,Germany,11,425.46,4680.06
INV10497,21-03-2022,12283,France,14,425.46,5956.44
INV13680,28-04-2023,11292,India,8,425.46,3403.68
INV13768,29-10-2022,12954,India,8,425.46,3403.68
INV12837,09-09-2022,10379,India,11,425.46,4680.06
INV11367,23-04-2022,12618,India,4,425.46,1701.84
INV13206,20-12-2022,12831,India,0,425.46,0
INV13668,03-01-2022,12016,UK,6,425.46,2552.76
INV14707,28-12-2022,10798,Germany,9,425.46,3829.14
INV14186,17-05-2022,10093,Germany,12,425.46,5105.52
INV14561,23-05-2023,11219,France,1,425.46,425.46
INV15247,19-08-2022,11790,UK,0,425.46,0
INV11916,29-09-2022,10440,France,-1,425.46,-425.46
INV14358,29-05-2022,10887,India,12,425.46,5105.52
INV11635,03-03-2022,11600,UK,5,425.46,2127.3
INV14999,10-09-2022,10501,USA,10,425.46,4254.6
INV15627,29-01-2022,11805,France,9,425.46,3829.14
INV14839,07-10-2022,12837,Germany,13,425.46,5530.98
INV15269,22-06-2023,11383,France,5,425.46,2127.3
INV10482,09-05-2023,11718,France,8,425.46,3403.68
INV10034,03-04-2023,10471,India,14,425.46,5956.44
INV14722,10-04-2023,11762,India,12,425.46,5105.52
INV11047,30-09-2022,10453,UK,2,425.46,850.92
INV12073,02-09-2022,11866,France,-2,425.46,-850.92
INV10834,15-03-2022,12544,USA,6,425.46,2552.76
INV13597,04-09-2022,11034,USA,6,425.46,2552.76
INV15765,20-02-2023,12847,USA,2,425.46,850.92
INV14635,01-04-2023,12820,USA,14,425.46,5956.44
INV10339,01-02-2022,11694,UK,13,425.46,5530.98
INV13891,24-03-2023,,France,0,425.46,0
INV15900,19-05-2022,10512,France,3,425.46,1276.38
INV10832,22-06-2023,12583,Germany,10,425.46,4254.6
INV12239,21-06-2023,12416,India,4,425.46,1701.84
INV12280,06-12-2022,12888,India,9,425.46,3829.14
INV10532,01-02-2023,10926,India,12,425.46,5105.52
INV12900,15-03-2022,10991,USA,-1,425.46,-425.46
INV12485,17-03-2022,12011,France,14,425.46,5956.44
INV14689,23-03-2022,12386,France,7,425.46,2978.22
INV14897,17-03-2023,10597,UK,11,425.46,4680.06
INV10494,08-12-2022,12147,Germany,1,425.46,425.46
INV15562,14-05-2023,12350,UK,1,425.46,425.46
INV13720,07-12-2022,11888,France,10,425.46,4254.6
INV15981,26-01-2023,11646,UK,4,425.46,1701.84
INV12740,17-10-2022,10742,USA,12,425.46,5105.52
INV12925,15-03-2023,11356,USA,2,425.46,850.92
INV13677,16-02-2023,11163,Germany,1,425.46,425.46
INV10136,04-03-2022,11246,India,2,425.46,850.92
INV15809,01-01-2023,10535,France,-1,425.46,-425.46
INV10409,03-06-2023,10451,Germany,3,425.46,1276.38
INV15832,04-12-2022,10535,Germany,12,425.46,5105.52
INV15977,05-10-2022,12453,Germany,0,425.46,0
INV12062,07-04-2023,11033,Germany,5,425.46,2127.3
INV14057,20-02-2023,10599,Germany,6,425.46,2552.76
INV11451,20-04-2022,10849,USA,0,425.46,0
INV10604,10-02-2023,12047,UK,-1,425.46,-425.46
INV13100,18-06-2022,12101,Germany,11,425.46,4680.06
INV13154,07-03-2022,10315,India,7,425.46,2978.22
INV15754,22-02-2023,10969,India,10,425.46,4254.6
INV10430,19-05-2022,11868,India,0,425.46,0
INV12800,18-07-2022,10347,USA,5,425.46,2127.3
INV12337,25-12-2022,10487,UK,5,425.46,2127.3
INV11353,19-03-2023,10223,Germany,7,425.46,2978.22
INV14552,09-03-2023,12271,France,0,425.46,0
INV15022,09-05-2022,12230,Germany,8,425.46,3403.68
INV13542,11-01-2022,12968,Germany,13,425.46,5530.98
INV12871,07-11-2022,11164,USA,8,425.46,3403.68
INV10091,08-03-2022,12402,India,-2,425.46,-850.92
INV14420,24-10-2022,12463,USA,5,425.46,2127.3
INV11786,08-01-2022,12002,UK,14,425.46,5956.44
INV15877,21-01-2023,12859,India,13,425.46,5530.98
INV11913,13-05-2022,10656,USA,1,425.46,425.46
INV11119,07-08-2022,11018,France,14,425.46,5956.44
INV12430,16-04-2022,11434,India,0,425.46,0
INV12913,01-11-2022,10742,France,4,425.46,1701.84
INV10450,14-02-2022,10019,Germany,10,425.46,4254.6
INV11948,18-11-2022,11656,Germany,3,425.46,1276.38
INV13878,17-04-2022,10086,France,2,425.46,850.92
INV10862,12-04-2022,12598,USA,14,425.46,5956.44
INV15023,13-04-2022,12161,Germany,-1,425.46,-425.46
INV12682,22-02-2023,11514,Germany,3,425.46,1276.38
INV11486,12-04-2022,11699,France,4,425.46,1701.84
INV13799,29-10-2022,11807,USA,13,425.46,5530.98
INV13562,19-01-2022,11336,Germany,5,425.46,2127.3
INV14941,25-02-2022,12774,France,-1,425.46,-425.46
INV13278,07-04-2023,12771,UK,10,425.46,4254.6
INV11226,16-05-2023,12805,UK,-2,425.46,-850.92
INV15945,18-02-2022,12734,Germany,0,425.46,0
INV13208,13-05-2023,10862,Germany,3,425.46,1276.38
INV11468,23-04-2022,12668,Germany,8,425.46,3403.68
INV14675,17-06-2023,11763,France,11,425.46,4680.06
INV13400,05-12-2022,11174,USA,3,425.46,1276.38
INV11654,03-08-2022,10796,Germany,10,425.46,4254.6
INV14013,16-08-2022,11567,France,2,425.46,850.92
INV11468,01-10-2022,12756,Germany,2,425.46,850.92
INV10030,26-08-2022,10942,USA,4,425.46,1701.84
INV13737,17-02-2023,12474,India,7,425.46,2978.22
INV14427,04-09-2022,11591,France,14,425.46,5956.44
INV15082,13-10-2022,12597,India,8,425.46,3403.68
INV12918,25-02-2023,10131,USA,2,425.46,850.92
INV13602,02-06-2023,10065,UK,7,425.46,2978.22
INV10819,18-04-2023,12465,UK,11,425.46,4680.06
INV12627,09-07-2022,11782,France,8,425.46,3403.68
INV14585,17-09-2022,10320,India,11,425.46,4680.06
INV12165,14-06-2022,11673,USA,5,425.46,2127.3
INV14223,27-02-2023,11029,France,8,425.46,3403.68
INV12947,08-06-2023,11834,Germany,11,425.46,4680.06
INV13869,14-03-2022,11751,France,9,425.46,3829.14
INV11503,16-07-2022,12674,India,11,425.46,4680.06
INV11732,01-07-2022,12512,UK,4,425.46,1701.84
INV14681,28-02-2022,10033,USA,6,425.46,2552.76
INV14991,27-11-2022,12642,UK,5,425.46,2127.3
INV11942,30-07-2022,12379,UK,7,425.46,2978.22
INV14433,02-06-2022,11081,UK,10,425.46,4254.6
INV15554,11-07-2022,10716,UK,10,425.46,4254.6
INV13343,04-08-2022,11138,UK,2,425.46,850.92
INV14890,29-05-2023,10500,UK,8,425.46,3403.68
INV15772,31-05-2022,10652,Germany,2,425.46,850.92
INV14748,30-03-2023,10045,Germany,1,425.46,425.46
INV12273,30-06-2022,10525,USA,12,425.46,5105.52
INV14287,12-03-2023,12628,India,9,425.46,3829.14
INV11533,25-06-2022,11913,France,1,425.46,425.46
INV14878,02-05-2022,11317,USA,4,425.46,1701.84
INV13598,08-06-2023,11900,UK,0,425.46,0
INV14785,06-04-2023,11828,Germany,5,425.46,2127.3
INV11979,14-05-2023,11970,Germany,1,425.46,425.46
INV11870,24-05-2022,10704,UK,7,425.46,2978.22
INV13926,04-03-2022,12041,USA,1,425.46,425.46
INV12859,04-12-2022,10021,France,2,425.46,850.92
INV10776,01-02-2023,12988,India,8,425.46,3403.68
INV14832,17-07-2022,11177,Germany,0,425.46,0
INV12157,24-06-2022,12480,France,4,425.46,1701.84
INV13260,10-03-2022,11195,UK,12,425.46,5105.52
INV14273,26-03-2022,10724,India,-2,425.46,-850.92
INV15276,02-08-2022,10692,Germany,8,425.46,3403.68
INV14139,07-05-2022,12463,India,1,425.46,425.46
INV10559,26-08-2022,12070,UK,1,425.46,425.46
INV13741,06-02-2022,10406,France,11,425.46,4680.06
INV11806,04-12-2022,11384,UK,3,425.46,1276.38
INV12218,02-03-2023,11163,USA,11,425.46,4680.06
INV14878,12-02-2022,10133,Germany,14,425.46,5956.44
INV15986,05-01-2023,12435,India,-2,425.46,-850.92
INV11054,10-04-2023,11903,UK,13,425.46,5530.98
INV15889,18-06-2022,11873,India,7,425.46,2978.22
INV11522,24-01-2022,12522,Germany,9,425.46,3829.14
INV10813,09-09-2022,11905,India,1,425.46,425.46
INV11840,28-12-2022,11909,UK,5,425.46,2127.3
INV10461,07-03-2023,10822,UK,3,425.46,1276.38
INV10847,18-01-2022,10523,France,-1,425.46,-425.46
INV10908,10-11-2022,11413,USA,1,425.46,425.46
INV11539,09-06-2023,11181,Germany,1,425.46,425.46
INV14974,04-12-2022,12195,Germany,0,425.46,0
INV14139,06-04-2023,10374,UK,-1,425.46,-425.46
INV14946,21-05-2023,10562,UK,4,425.46,1701.84
INV10574,14-01-2023,10415,Germany,13,425.46,5530.98
INV10216,13-02-2023,10309,India,7,425.46,2978.22
INV11926,11-03-2023,12598,India,4,425.46,1701.84
INV11603,06-11-2022,10039,France,-1,425.46,-425.46
INV14616,01-01-2022,12102,Germany,11,425.46,4680.06
INV12304,08-11-2022,,France,4,425.46,1701.84
INV10867,03-01-2023,12902,UK,1,425.46,425.46
INV11237,23-12-2022,10817,India,-2,425.46,-850.92
INV14880,15-07-2022,12142,Germany,9,425.46,3829.14
INV11569,08-08-2022,10475,France,5,425.46,2127.3
INV14765,30-04-2022,12908,France,12,425.46,5105.52
INV12660,02-05-2023,10684,France,5,425.46,2127.3
INV12056,19-01-2023,10973,USA,11,425.46,4680.06
INV14534,26-08-2022,10008,UK,9,425.46,3829.14
INV14253,22-03-2022,11354,UK,10,425.46,4254.6
INV15273,26-01-2023,10354,Germany,14,425.46,5956.44
INV14077,25-03-2023,10596,USA,12,425.46,5105.52
INV11087,13-05-2023,10449,USA,11,425.46,4680.06
INV12110,02-06-2022,11095,India,4,425.46,1701.84
INV13756,04-12-2022,11113,USA,-2,425.46,-850.92
INV12145,04-02-2022,12467,Germany,14,425.46,5956.44
INV12164,14-02-2023,11766,France,14,425.46,5956.44
INV14805,14-03-2023,10388,France,14,425.46,5956.44
INV11325,10-07-2022,11177,India,8,425.46,3403.68
INV10782,02-03-2023,,UK,8,425.46,3403.68
INV13840,02-05-2022,11959,Germany,10,425.46,4254.6
INV14480,12-06-2023,12507,Germany,-1,425.46,-425.46
INV12380,18-08-2022,11725,USA,9,425.46,3829.14
INV14733,09-01-2022,10344,USA,4,425.46,1701.84
INV13875,09-01-2022,11520,UK,9,425.46,3829.14
INV13614,02-05-2022,10823,UK,14,425.46,5956.44
INV14984,01-05-2023,10330,Germany,4,425.46,1701.84
INV13837,21-05-2023,11826,Germany,2,425.46,850.92
INV14911,24-08-2022,11438,USA,12,425.46,5105.52
INV10795,28-12-2022,10160,France,11,425.46,4680.06
INV11405,07-04-2022,11554,Germany,10,425.46,4254.6
INV12138,26-03-2023,12781,Germany,0,425.46,0
INV10617,06-09-2022,12116,Germany,6,425.46,2552.76
INV15349,11-07-2022,12708,France,2,425.46,850.92
INV11372,17-11-2022,12135,India,1,425.46,425.46
INV14849,13-11-2022,10329,India,0,425.46,0
INV10768,08-06-2023,11236,France,-2,425.46,-850.92
INV15627,06-07-2022,11847,India,8,425.46,3403.68
INV13589,11-07-2022,10542,USA,0,425.46,0
INV15491,12-03-2023,12061,India,14,425.46,5956.44
INV10224,05-04-2023,12124,France,5,425.46,2127.3
INV13059,23-06-2022,12593,Germany,13,425.46,5530.98
INV14973,19-04-2022,12267,India,5,425.46,2127.3
INV11108,26-03-2023,12320,France,-2,425.46,-850.92
INV11889,12-02-2022,10389,India,-1,425.46,-425.46
INV11134,14-01-2023,12626,France,-1,425.46,-425.46
INV10902,10-05-2022,11903,USA,1,425.46,425.46
INV15652,22-04-2022,11290,UK,0,425.46,0
INV15115,12-10-2022,12526,USA,9,425.46,3829.14
INV15785,14-06-2023,10514,India,8,425.46,3403.68
INV11688,15-09-2022,10218,France,-1,425.46,-425.46
INV13714,10-04-2022,11104,UK,0,425.46,0
INV15020,22-10-2022,11710,Germany,-2,425.46,-850.92
INV15442,31-07-2022,11231,USA,14,425.46,5956.44
INV12639,03-07-2022,12117,Germany,9,425.46,3829.14
INV12117,01-01-2023,10703,India,5,425.46,2127.3
INV15175,15-09-2022,10906,UK,-1,425.46,-425.46
INV14535,08-02-2022,,India,7,425.46,2978.22
INV11980,28-02-2023,10874,UK,6,425.46,2552.76
INV11570,28-06-2022,12187,USA,12,425.46,5105.52
INV13043,15-05-2023,12295,Germany,12,425.46,5105.52
INV11844,07-12-2022,10797,Germany,0,425.46,0
INV14801,19-03-2022,10429,India,12,425.46,5105.52
INV13169,22-02-2022,12546,India,12,425.46,5105.52
INV14130,14-07-2022,12879,India,-2,425.46,-850.92
INV11507,03-11-2022,11404,Germany,3,425.46,1276.38
INV13148,11-05-2022,,UK,6,425.46,2552.76
INV11878,29-11-2022,10278,France,11,425.46,4680.06
INV12837,20-01-2022,12569,Germany,13,425.46,5530.98
INV13385,03-01-2023,10533,Germany,6,425.46,2552.76
INV12111,29-03-2022,11784,France,3,425.46,1276.38
INV15483,10-08-2022,11733,India,-1,425.46,-425.46
INV14383,01-02-2022,12590,Germany,-1,425.46,-425.46
INV13969,07-09-2022,12413,UK,1,425.46,425.46
INV12527,28-03-2023,10162,France,13,425.46,5530.98
INV14107,20-04-2022,11294,Germany,-1,425.46,-425.46
INV13395,02-11-2022,10437,UK,1,425.46,425.46
INV12819,21-02-2023,11922,India,7,425.46,2978.22
INV12356,05-06-2022,12601,India,9,425.46,3829.14
INV14615,22-01-2023,11779,France,7,425.46,2978.22
INV11495,07-11-2022,10654,France,1,425.46,425.46
INV10461,10-11-2022,10023,UK,9,425.46,3829.14
INV11220,14-12-2022,12649,Germany,-2,425.46,-850.92
INV13579,02-12-2022,11587,France,-2,425.46,-850.92
INV15021,24-03-2023,11371,France,-1,425.46,-425.46
INV14418,12-09-2022,11280,France,13,425.46,5530.98
INV10564,02-04-2022,11868,India,-1,425.46,-425.46
INV13262,17-03-2022,10214,Germany,9,425.46,3829.14
INV14636,19-03-2022,11116,UK,0,425.46,0
INV11530,09-06-2023,11087,UK,-1,425.46,-425.46
INV11259,26-05-2023,12944,France,3,425.46,1276.38
INV15118,09-05-2023,11739,India,4,425.46,1701.84
INV13803,09-01-2022,12266,France,14,425.46,5956.44
INV15544,03-09-2022,12775,UK,-2,425.46,-850.92
INV14752,14-06-2022,10140,Germany,13,425.46,5530.98
INV10012,26-07-2022,11559,India,2,425.46,850.92
INV12382,26-10-2022,10912,USA,-1,425.46,-425.46
INV14366,02-01-2023,11657,USA,7,425.46,2978.22
INV13122,07-07-2022,11558,France,2,425.46,850.92
INV14001,27-09-2022,12620,USA,14,425.46,5956.44
INV10589,08-01-2022,12072,France,-2,425.46,-850.92
INV10435,23-03-2023,10173,India,-1,425.46,-425.46
INV13404,07-05-2023,10956,France,0,425.46,0
INV14132,24-07-2022,12035,India,14,425.46,5956.44
INV14299,09-01-2023,12977,France,4,425.46,1701.84
INV11961,28-11-2022,10558,UK,5,425.46,2127.3
INV14111,26-05-2022,11735,India,-2,425.46,-850.92
INV10253,29-01-2022,10592,Germany,1,425.46,425.46
INV13130,10-06-2022,12936,India,8,425.46,3403.68
INV13314,30-08-2022,10009,India,13,425.46,5530.98
INV10311,14-12-2022,12494,UK,-1,425.46,-425.46
INV15699,21-03-2022,12550,France,-1,425.46,-425.46
INV13365,22-08-2022,11856,France,13,425.46,5530.98
INV14848,14-04-2023,11993,USA,8,425.46,3403.68
